1615973700000,55331.03000000,55366.76000000,54952.07000000,55189.87000000,679.73052300,1615973999999,37482272.14076576,15756,305.21716000,16836537.57523995,0
1615974000000,55189.86000000,55214.20000000,54841.86000000,54914.39000000,475.38250200,1615974299999,26161218.43226211,11883,192.64342600,10602179.05286762,0
1615974300000,54914.39000000,54945.31000000,54355.35000000,54677.46000000,1426.49841700,1615974599999,77967081.81537815,27007,514.51898700,28130489.45745887,0
1615974600000,54676.69000000,54910.93000000,54326.27000000,54864.60000000,618.05857300,1615974899999,33831630.44939681,13518,295.04210600,16159582.29488428,0
1615974900000,54861.85000000,54884.95000000,54713.91000000,54762.77000000,296.98427800,1615975199999,16273458.46811647,7864,149.33074000,8181835.23025570,0
1615975200000,54763.59000000,55064.97000000,54600.00000000,54980.18000000,369.88225100,1615975499999,20296108.04484479,10315,215.05346300,11801938.22881706,0
1615975500000,54980.18000000,55020.69000000,54899.71000000,54950.00000000,224.88683500,1615975799999,12358601.67741501,8048,105.67899800,5807738.06102550,0
1615975800000,54950.00000000,55039.10000000,54875.01000000,55000.00000000,161.15005600,1615976099999,8858167.04646895,6621,78.89866600,4337341.20791119,0
1615976100000,54999.99000000,55028.37000000,54900.22000000,54936.50000000,153.39307200,1615976399999,8431736.36802281,6429,75.75432500,4163780.42501896,0
1615976400000,54936.50000000,54989.33000000,54754.06000000,54931.03000000,253.49009300,1615976699999,13906323.54039036,7814,140.27366700,7695916.70935419,0
1615976700000,54931.02000000,55177.06000000,54931.02000000,55139.61000000,201.71005300,1615976999999,11114586.05788913,8320,107.61392000,5929889.35901851,0
1615977000000,55139.60000000,55139.60000000,55032.28000000,55109.93000000,135.08808300,1615977299999,7440203.06344551,5802,52.10475900,2869748.27858722,0
1615977300000,55109.93000000,55200.00000000,55100.00000000,55198.99000000,181.97750100,1615977599999,10035820.46879769,6637,97.26337100,5364237.91634051,0
1615977600000,55198.99000000,55234.88000000,55075.00000000,55107.98000000,138.28395500,1615977899999,7627898.67380451,5832,71.57509900,3948528.49612121,0
1615977900000,55107.97000000,55133.10000000,54960.00000000,55040.34000000,229.44439800,1615978199999,12632388.85970796,6992,87.36738500,4810147.70696357,0
1615978200000,55040.35000000,55057.50000000,54945.00000000,55026.05000000,148.30142800,1615978499999,8157361.37333696,5773,65.82879400,3620867.74657467,0
1615978500000,55025.35000000,55142.15000000,54990.00000000,55088.89000000,156.76699700,1615978799999,8632157.33913383,5922,76.44808700,4209246.14178729,0
1615978800000,55088.90000000,55178.88000000,54896.13000000,55178.87000000,224.44189300,1615979099999,12347753.56212265,7124,109.79927400,6041822.10538441,0
1615979100000,55178.88000000,55190.12000000,54899.99000000,54999.99000000,166.30585100,1615979399999,9147564.59366970,7080,71.17491400,3915505.11905838,0
